Character,Line,Season,Episode
HOUSE,problem give buck owe gone,06,10
WILSON,tucker cancer,06,10
HOUSE,ball fungus lung either next time want use team suggest least leave tip,06,10
WILSON,late surgery,06,10
CUDDY,rushing room ah assistant said talked bonnie,06,10
WILSON,let take outside mr koplovitz got sleep,06,10
CUDDY,oh sorry found u fantastic loft,06,10
WILSON,outside,06,10
CUDDY,"mean loft really urban urban
used got two bedroom got wonderful view really great place",06,10
WILSON,procedure take hour observing entire time,06,10
TUCKER,thanks maybe itd better stayed ashley scared,06,10
WILSON,chuckling age supposed dealing issue life death,06,10
TUCKER,planning went,06,10
WILSON,leave melissa,06,10
TUCKER,got married young sure wilson nod really understanding,06,10
WILSON,nothing talk,06,10
HOUSE,pushing intercom button cane speaking chase surgery need finding new case,06,10
CHASE,looking house want new case,06,10
HOUSE,oh right guess wilson obviously tell cuddy moving lucas cause protecting odd since told fine relationship obviously question one assumption issue logic,06,10
WILSON,yes fine dating moving together whole level commitment,06,10
HOUSE,scoffing st century wilson realize logical course adult relationship could one day lead fornication although fact want buy loft could actually mean relationship serious thought,06,10
WILSON,oh god sake house loft deeper meaning openspace living arrangement,06,10
HOUSE,bought diatribe rediscovering lost city girl root two bedroom reek commitment issue,06,10
WILSON,yeah baby,06,10
HOUSE,classic midlife cuddy crisis version twoseat convertible,06,10
WILSON,yep clearly fine,06,10
CHASE,looking wilson got global lung damage mean fungal pcp pneumonia,06,10
HOUSE,hmm obviously something knocking immune system three option hiv acquired scid personal favorite cancer sure test three house leaf chase wilson look,06,10
WILSON,yearold africanamerican man lymphoma remission ct found small lesion upper lobe left lung,06,10
DR. D’RAZIO,remission bother scanning,06,10
WILSON,routine followup realized patient depressed,06,10
DR. D’RAZIO,impressed wow thats quite call,06,10
WILSON,"thanks treatment indicate
interrupted house open door",06,10
HOUSE,oh sorry realize middle something,06,10
WILSON,conference room glass wall thought id alone,06,10
HOUSE,patient cancer guy probably also cancer probably also buddy handing wilson sheet test result thought want know owe buck,06,10
WILSON,acute lymphoblastic leukemia,06,10
MELISSA,taking tucker hand recurrence,06,10
WILSON,different second leukemia probably caused chemotherapy gave five year ago,06,10
TUCKER,thats see maybe rename ironic leukemia,06,10
WILSON,end test show cancer limited brain thats good news,06,10
ASHLEY,cancer head good news,06,10
WILSON,blood brain barrier separate blood head blood body keep cancer bottled go cure,06,10
MELISSA,give number looking,06,10
WILSON,chance cure,06,10
MELISSA,really,06,10
WILSON,steady decline six month good quality life,06,10
EMILY,go another bone marrow transplant,06,10
WILSON,chemotherapy go drug alone,06,10
MELISSA,get started,06,10
WILSON,begin surgically planting shunt get drug directly brain already booked,06,10
TUCKER,one make cancer sound like good news,06,10
WILSON,get head walk paralysis gone cancerfree,06,10
WILSON,also need sign health care proxy something go wrong surgery someone need appointed make decision,06,10
ASHLEY,chance happening,06,10
WILSON,remote,06,10
TUCKER,think maybe melissa proxy,06,10
ASHLEY,,06,10
FOREMAN,coming house got new case,06,10
HOUSE,stopping hand wilson piece paper revised schedule sorry wilson bump like guy bleeding eye,06,10
WILSON,house guy bleeding eye either,06,10
HOUSE,nurse book think,06,10
WILSON,case urgent mine,06,10
HOUSE,pushing door surgical suite yeah way patient,06,10
WILSON,okay talk thethe paperwork prep area,06,10
ASHLEY,trust,06,10
TUCKER,hoarsely yes clear throat good stuff melissa hell back give best shot getting,06,10
ASHLEY,still love,06,10
TUCKER,silly love please make,06,10
WILSON,okay anything,06,10
TUCKER,,06,10
WILSON,feel,06,10
TUCKER,,06,10
WILSON,,06,10
TUCKER,,06,10
WILSON,moving tucker arm everybody,06,10
TUCKER,melissa emily went downstairs get breakfast,06,10
WILSON,ashley,06,10
TUCKER,work,06,10
WILSON,testing tucker arm hammer thought today,06,10
TUCKER,really work pissed pretended work let pretend,06,10
WILSON,okay move finger,06,10
WILSON,sighing chemos working,06,10
TUCKER,mean cancer,06,10
WILSON,mean chemo first round treatment made leukemia resistant,06,10
TUCKER,get cured,06,10
WILSON,maybe,06,10
HOUSE,removed screw guy lung weird thing get better idea mean,06,10
WILSON,mean listening,06,10
HOUSE,mean ignoring make point difference,06,10
WILSON,problem technique idea point making,06,10
HOUSE,idea implicitly worth responding doubling patient chemo dose stupid damn explicit,06,10
WILSON,could swamp resistance cancer cell,06,10
HOUSE,fact theoretically work make le stupid,06,10
WILSON,course doe exactly would,06,10
HOUSE,,06,10
WILSON,table table,06,10
HOUSE,"chemo poison double chemo double poison handle thing go wrong cant thing could go
wrong",06,10
WILSON,handle turn walk away,06,10
TUCKER,sound pretty dangerous,06,10
WILSON,,06,10
TUCKER,think mel,06,10
MELISSA,sitting chair beside bed think call ashley,06,10
TUCKER,family sorry forgot tucker reach melissa hand,06,10
EMILY,think try whatever could keep u longer,06,10
MELISSA,yeah,06,10
EMILY,look,06,10
TUCKER,move,06,10
WILSON,hey,06,10
MELISSA,thank,06,10
TUCKER,jim,06,10
WILSON,gonna need run test tucker look worried,06,10
TAUB,intraepidermal superficial bulla could pemphigus,06,10
THIRTEEN,could fire,06,10
TAUB,either way dead house enters lab stop oozing,06,10
,care looking watch,06,10
WILSON,cancer gone half hepatocytes dead,06,10
TAUB,hour,06,10
WILSON,turning face house need new liver,06,10
HOUSE,look bright side publish result case study one ever double dose,06,10
WILSON,double dose chemo got rid cancer also trashed liver find new liver got hour left,06,10
EMILY,,06,10
WILSON,father moved top transplant list really wait,06,10
MELISSA,thats wait tell something,06,10
WILSON,sorry mel emily match tuck blood type neither ashley live liver donation best thing together,06,10
HOUSE,hope already told gonna die cause gonna make say lot relevant,06,10
WILSON,house know raining hallway,06,10
HOUSE,er testing patient autonomic dysfunction department shower big enough whole team plus cardiac monitor plus anyway relevant part wheeling guy trauma came motorcycle versus semi,06,10
WILSON,bad,06,10
HOUSE,bad motorcycle good liver blood type match,06,10
WILSON,paged,06,10
HOUSE,"problem organ donor card dead guy sister
next kin refusing allow donation",06,10
WILSON,,06,10
HOUSE,minute away house wilson rush room,06,10
WILSON,get call brother dead run door ohohoh reminds ii dry cleaning pick,06,10
HOUSE,cuddy buy place,06,10
WILSON,yet okay,06,10
HOUSE,making conversation getting boring,06,10
WILSON,planning,06,10
HOUSE,planning anything,06,10
WILSON,believe gonna punish dating lucas,06,10
HOUSE,okay conversation getting boring,06,10
WILSON,really okay,06,10
HOUSE,loudly okay even close,06,10
WILSON,wow okay see thats adult,06,10
HOUSE,accepting fact nothing moving,06,10
WILSON,think definition adulthood,06,10
HOUSE,kid lot fun,06,10
HOUSE,showtime get car wilson walk driveway,06,10
AIKOA TANAKA,speak year parent died funeral made peace parent mustve blessed,06,10
WILSON,sure would want good last act world,06,10
AIKOA TANAKA,wanted u friend relationship strong growing allow defile body destroy bond itai harmed,06,10
WILSON,trying sound desperate save patient life,06,10
HOUSE,approaching aikoa told dead,06,10
AIKOA TANAKA,saying brother still alive,06,10
HOUSE,"saying idiot time talk religion stuck giving technicality let justify
right thing last living act wilson pager beep donate part liver whole thing one small piece",06,10
AIKOA TANAKA,defiling dead body,06,10
WILSON,interrupting house,06,10
HOUSE,last generous act living person,06,10
WILSON,interrupting house late liver started degrade longer viable transplant,06,10
HOUSE,played religion klled another person,06,10
TUCKER,fair jim helped get family back together imim ready melissa sniffle wouldve six month given extra chemo le one day,06,10
WILSON,sorry knew risk,06,10
TUCKER,want lose lose,06,10
WILSON,nothing,06,10
TUCKER,"five year ago needed transfusion used blood type mean give part liver
wilson",06,10
TUCKER,friend die also doctor,06,10
WILSON,course,06,10
TUCKER,fine fired friend whats right,06,10
WILSON,tucker cant,06,10
HOUSE,late night pigeon sister,06,10
WILSON,every id like come home without getting interrogated,06,10
,ill never betray secret bushido heel,06,10
HOUSE,someone cranky looking watch late,06,10
WILSON,going kitchen getting drink whatwhy frozen dinner thawing counter,06,10
HOUSE,needed room margarita jello shot use test tube bottle theyll shaped like cane,06,10
HOUSE,whyd go drinking alone got great company,06,10
WILSON,lean doorway pause tucker want donate lobe liver,06,10
HOUSE,drinking actually considering,06,10
WILSON,yeah marinating liver alcohol get ready transplant yeah,06,10
HOUSE,standing mouth say pathetic attempt deflection guilt written,06,10
WILSON,fault fault gave much chemo,06,10
HOUSE,cured cancer,06,10
WILSON,klled process,06,10
HOUSE,quibble,06,10
HOUSE,predictable complication surprise bad thing happen people sick make responsible,06,10
WILSON,oh nonot legally ethically ethically,06,10
HOUSE,table table doormat wilson,06,10
WILSON,angrily boy willfully ruined food taken living room already think doormat know take house test tube jello shot freezer dump trash wrong push house book table onto floor house actually look contrite clean stuff get smack doorframe walk toward bedroom wrong go bedroom slam door,06,10
WILSON,hows tucker,06,10
SANDY,um still dancing scan came del clinton hand file wilson good news,06,10
WILSON,thanks let know soon tucker take turn worse want,06,10
WILSON,see small spot top lung spot gone,06,10
DEL,tiny little spot huh,06,10
WILSON,yeah impressive,06,10
DEL,little dot couldve klled,06,10
WILSON,yeah fortunately caught early gonna okay,06,10
DEL,thats amazing got talking grandkids,06,10
CUDDY,speaking phone thanks bonnie gonna sit tight awhile okay hang wilson put offer loft seller turned offered exactly similar unit sold three month ago,06,10
WILSON,want donate lobe liver tucker,06,10
CUDDY,thats insane,06,10
WILSON,donating small portion,06,10
CUDDY,"hundred patient
wilson",06,10
CUDDY,doctor donor,06,10
WILSON,laugh pause face cuddy make head oncology,06,10
CUDDY,organ thoughtful caring,06,10
WILSON,yeah caring criterion strength weakness,06,10
CUDDY,coming guilt,06,10
WILSON,"coming friendship friend
die opportunity save life",06,10
CUDDY,okay wilson leaf,06,10
WILSON,call doormat get system,06,10
HOUSE,rising,06,10
WILSON,friend,06,10
HOUSE,friend pain pill ive taken need liver,06,10
WILSON,right selfish considered possible future need,06,10
HOUSE,theyre dying theyre friend,06,10
WILSON,argument house,06,10
HOUSE,right thats room want make sure ive called moving van,06,10
WILSON,operation two hour id like,06,10
HOUSE,,06,10
WILSON,,06,10
HOUSE,looking wilson right eye sounding emotionally vulnerable die alone look away sits back behind desk rubbing leg,06,10
TUCKER,thanks jim wilson smile,06,10
WILSON,feeling,06,10
TUCKER,complain considering id deadtwice,06,10
WILSON,feel good notice packed duffle bag sitting bed sending laundry,06,10
TUCKER,going rehab place katonah,06,10
WILSON,new house near old house,06,10
TUCKER,easier ashley,06,10
WILSON,trying hide disdain see,06,10
TUCKER,"thrilled get family back together melissa great
crisis person want dying person want living",06,10
ASHLEY,hi jim,06,10
WILSON,wheeling actually james,06,10
HOUSE,taking glass putting shirt pocket ready admit selfimportant jerk,06,10
WILSON,still feel good,06,10
HOUSE,feel angry,06,10
WILSON,ah little disappointed,06,10
HOUSE,disappointment anger wimp gentle everything okay get angry,06,10
WILSON,change table,06,10
HOUSE,actually need coat paint gut use,06,10
WILSON,bonnie,06,10
WILSON,bonnie told cuddy bid,06,10
HOUSE,gonna outbid,06,10
WILSON,wandering kitchen area need bigger refrigerator hurt friend punished,06,10
HOUSE,got mad proud cuddy share sentiment gonna explain,06,10
WILSON,changing address po box,06,10
HOUSE,looking around fireplace large window shell find eventually,06,10
WILSON,hoisting onto kitchen counter problem delayed problem denied,06,10
WILSON,bonnie take,06,10
HOUSE,baby step,06,10
EDDIE,thinking,06,11
MARCO,seems high,06,11
EDDIE,thats fair price quality like,06,11
MARCO,give,06,11
MICKEY,thought joking,06,11
MARCO,dealing eddie,06,11
EDDIE,mickey relax thing move forward gorski let u philly maybe cut break,06,11
MARCO,cut break maybe get gorski,06,11
EDDIE,sigh start packing car hatchback marco thought understanding tommy marcos associate cock gn point eddie whoa whoa,06,11
MARCO,tommy stupid put gn,06,11
TOMMY,first show respect,06,11
MICKEY,approach arm held wide hey listen bos right moron,06,11
TOMMY,shut,06,11
MICKEY,relax buddy,06,11
TOMMY,agh oh god,06,11
MARCO,hell thinking,06,11
TOMMY,hopping around sht,06,11
MARCO,sure look facedown pavement,06,11
TOMMY,nailed foot god,06,11
EDDIE,ii think hit,06,11
MARCO,happened,06,11
TOMMY,hopping car let get outta marco join,06,11
EDDIE,come mickey wake marcos car start mickey wake,06,11
MICKEY,almost done,06,11
HOUSE,assuming shaving forehead okay ordering head ct,06,11
MICKEY,headache dizzy eddie gotta get back,06,11
EDDIE,gotta stay straighten mess marco tomorrow let doc job,06,11
HOUSE,actually stitching really er doc job,06,11
MICKEY,yeah long wait,06,11
HOUSE,yeah also lot cop er pause care happen look mickey eddie yeah right stupid question cause answer kind obvious scrape hand mean try break fall mean either cold totally disoriented went sign trauma cut mean one hit head powder burn jacket sleeve mean someone shot gn,06,11
MICKEY,right eddie come let go,06,11
HOUSE,care guy get checked itll happen,06,11
EDDIE,whoa,06,11
HOUSE,slam cane papercovered exam table make explosively loud crack sound mickey eddie stare house second mickey crumples floor house peer exam table cool,06,11
HOUSE,yearold man recent developed loudnoiseinduced vertigo ct clean internal bleeding edema everything else file sits lean toward chase cameron get hair divorce,06,11
TAUB,guy strained back three year ago thats rest page blank,06,11
HOUSE,yes tell u anything understandable since drug dealer,06,11
THIRTEEN,dangerous withholding find irresistible confidentially guy like never call,06,11
CHASE,actually said drug dealer,06,11
HOUSE,loud wearing solid gold patek philippe friend rolex phone prepaid burner toss em soon theyre done,06,11
FOREMAN,sitting back matter guy drug dealer noiseinduced vertigo mean ear brain head ct clean thinking acoustic neuroma need abr test hearing,06,11
HOUSE,acoustic neuroma fit lidocaine toxicity benzocaine depends cutting coke,06,11
THIRTEEN,drug dealer cocane dealer,06,11
HOUSE,seemed peppy test ear gonna go test cocane,06,11
TAUB,think guy gonna hand briefcase full illegal drug ask nicely,06,11
HOUSE,hope,06,11
WILSON,best coffee geenas best pizza ginos,06,11
NORA,yeah mix coffee ginos could kll ya,06,11
WILSON,hows drycleaner corner,06,11
NORA,go two block ecoclean one corner used shred boyfriend shirt,06,11
WILSON,good know,06,11
NORA,retrospect really thank cleaner broke stop go mailbox wilson head front door address building x brook street seen reversed glass panel door,06,11
NORA,question neighborhood girl,06,11
WILSON,uh favorite sushi place maybe could get dinner sometime,06,11
NORA,sure promise bring goodlooking guy cane,06,11
WILSON,mean house,06,11
NORA,boyfriend name house giggle,06,11
WILSON,turning head back forth confused hhes boyfriend,06,11
NORA,oh mime pinching mouth closed heh sorry whwhat call husband partner lover,06,11
WILSON,laughing gay,06,11
NORA,seriously,06,11
TAUB,gonna hear series click hiss sensor measure electronic activity auditory nerve,06,11
MICKEY,long gonna take,06,11
TAUB,hour maybe hour half could walk away tumor ear,06,11
TAUB,guy probably late stabbing,06,11
FOREMAN,impedance look good starting click per second decibel check hand taub paper picked office,06,11
TAUB,thirteen middle name beauregard look monitor wave three latency,06,11
FOREMAN,slightly delayed nothing significant thats stick house clearly screwing u fake paystub,06,11
TAUB,look real,06,11
FOREMAN,way make much money,06,11
TAUB,make much money turn give paper back foreman see face apparently,06,11
HOUSE,need drug,06,11
EDDIE,textile,06,11
HOUSE,scream face furrowing center good imitation sabretooth xmen need drug hmm work jack bauer,06,11
EDDIE,really necessary chair hall way comfortable,06,11
HOUSE,way le genreappropriate okay deal need information reason give information either force eddie look skeptical cant,06,11
EDDIE,wish could tell ya,06,11
HOUSE,okay let work forget drug let talk textile whats major product h mean hosiery,06,11
EDDIE,culotte,06,11
HOUSE,c k,06,11
EDDIE,c nobody want k anymore,06,11
HOUSE,friend cut fabric,06,11
EDDIE,sale guy,06,11
HOUSE,must cut culotte,06,11
EDDIE,one touch culotte,06,11
WILSON,sorry talk second,06,11
HOUSE,walking interrogating suspect make quick,06,11
WILSON,clear throat whisper everyone building think gay clear throat,06,11
HOUSE,grown men age moved together two tiger away act vega theyll figure straight eventually,06,11
WILSON,eventually want go cute girl b,06,11
EDDIE,chance could get water,06,11
HOUSE,way communicate information perhaps using know sound larynx capable,06,11
WILSON,believe sidestepped dinner invite,06,11
HOUSE,woman would reject worried might interested,06,11
WILSON,chatting fun definitely spark,06,11
HOUSE,thought gay eddieyou sure friend secretly tr turn back wilson culotte anyway,06,11
WILSON,pant hang like skirt house eddie stare,06,11
EDDIE,mickey hate stuff one guy trust watch product overnight took away hour ago think okay,06,11
HOUSE,ear test pretty sure hell live,06,11
TAUB,pupil constricted pulse bounding,06,11
FOREMAN,airway clear need crash cart,06,11
TAUB,gotta blood pressure need get stroke,06,11
FOREMAN,least know ear okay,06,11
TAUB,put patient vasodilator got hypertension control,06,11
THIRTEEN,got worse hospital mean thug life probably whats making sick,06,11
FOREMAN,mean stop bloodhound gang routine go back doctor,06,11
HOUSE,whining doctor time boring speaking normally fine,06,11
CHASE,could sick sinus syndrome,06,11
TAUB,chest pain shortness breath brain aneurysm secondary polycystic kidney disease,06,11
FOREMAN,normal urinalysis kidney impalpable thirteen new watch,06,11
THIRTEEN,thought id give little treat brain way brain carotid stenosis,06,11
HOUSE,get ultrasound carotids see artery clogged,06,11
FOREMAN,much money make,06,11
FOREMAN,want raise,06,11
CUDDY,happy talk next review august,06,11
FOREMAN,know paying le everyone else team,06,11
CUDDY,looking discus people salary know,06,11
FOREMAN,know making le theyll never respect,06,11
CUDDY,putting blackberry told much make,06,11
FOREMAN,fair make le people supervise,06,11
CUDDY,salary fairness leverage negotiation much without competing offer table know one,06,11
THIRTEEN,ultrasound showed narrowing obstruction patient carotid,06,11
TAUB,worried keep asking leave,06,11
MICKEY,place business healing people think theyd better chicken soup,06,11
THIRTEEN,bugged room,06,11
HOUSE,patient sleep building keep stash eventually hell say something give away find whats making sick,06,11
THIRTEEN,ruled environmental cause,06,11
HOUSE,ruled environmental cause,06,11
TAUB,pretended agree wed take room could plant bug,06,11
HOUSE,carotid stenosis decent idea even decenter idea got toxin stored fat cell every calorie burn make sicker,06,11
TAUB,going toxic exposure start testing likely suspect,06,11
THIRTEEN,bug better idea blindly running test day,06,11
HOUSE,tell itll take week itll faster,06,11
MICKEY,mean week,06,11
TAUB,test take time lot possibility,06,11
MICKEY,ii sit long got thing gotta take care,06,11
TAUB,worried poor school child going without drug sure someone,06,11
MICKEY,wanna discharged,06,11
TAUB,get form,06,11
CHASE,ridiculous,06,11
THIRTEEN,beat sitting lab day,06,11
CHASE,lab significantly le chance getting klled close slow,06,11
THIRTEEN,car broad daylight whats gonna happen,06,11
CHASE,honestly think gn car,06,11
THIRTEEN,gonna use sht doctor,06,11
CHASE,back pause hey played watch way,06,11
THIRTEEN,borrowed friend,06,11
CHASE,much longer gonna keep lying,06,11
THIRTEEN,longer fun thought needed taken notch,06,11
CHASE,fun getting even,06,11
THIRTEEN,oh crap,06,11
CHASE,whoa whoa whoa,06,11
THIRTEEN,gonna get away,06,11
THIRTEEN,shut,06,11
HOUSE,b nora right roommate tell one thank tip neighborhood greg,06,11
NORA,nice meet,06,11
HOUSE,hear thought wilson liked polish others sword sword mean pistol,06,11
NORA,course told,06,11
HOUSE,oh worry actually surprised happen often straight flat package foot tall wrapped brown paper leaning wall house rip paper enormous framed poster chorus line house step back clasp hand mouth admiring oh god beautiful nora finally room display way deserves would would help get upstairs,06,11
NORA,absolutely,06,11
HOUSE,nice shoe way louboutin,06,11
TAUB,talk cuddy,06,11
FOREMAN,shot,06,11
TAUB,uh gonna,06,11
FOREMAN,wait review august,06,11
TAUB,oh,06,11
FOREMAN,stopping,06,11
TAUB,nothing thats would coward,06,11
YVETTE,friend brought minute ago temp pulse weak thready,06,11
EDDIE,making sense,06,11
MICKEY,trying get bed much money eddie deal deal,06,11
EDDIE,gonna okay,06,11
MICKEY,eddie,06,11
TAUB,gave antipyretic soft steroid reduce fever prevent organ damage longer delirious,06,11
CHASE,patient went came back worse point u back environmental tied wherever went,06,11
HOUSE,wheres foreman,06,11
TAUB,meeting cuddy,06,11
THIRTEEN,mean screwed tail car impounded,06,11
HOUSE,true amusing irrelevant foreman fall paycheck thing,06,11
TAUB,uh yeah,06,11
HOUSE,mazel tov fun watch,06,11
THIRTEEN,environmental,06,11
HOUSE,wherever went long enough add fever infection way likely infection symptom suggest moved brain mean,06,11
CHASE,getting lumbar puncture,06,11
MICKEY,next time tailing someone take two car,06,11
CHASE,knew following,06,11
MICKEY,chuckle sorry lose business take care,06,11
CHASE,right businessman know many junky come er every week brain melting,06,11
MICKEY,bet drunk liver giving liquor store owner laying table guessing get attitude cry pain aah,06,11
TAUB,hit bone old back injury must flattened disc sorry ive got try okay,06,11
MICKEY,yeah adult want get wasted anybodys business substance use,06,11
TAUB,substance law,06,11
MICKEY,problem immoral problem illegal grunt got problem,06,11
TAUB,,06,11
CHASE,look heart rate,06,11
TAUB,normal,06,11
CHASE,know,06,11
WILSON,ran nora morning told evita listening party,06,11
HOUSE,london new york recording different,06,11
WILSON,supposed tell straight,06,11
HOUSE,believe either,06,11
WILSON,smiling mess,06,11
HOUSE,correction started mess honestly trying hit,06,11
WILSON,pretending gay relationship,06,11
HOUSE,standing relationship really unhappy communication never easy u probably cause closeted got figured nora spend next week hanging become best girlfriend confide issue,06,11
WILSON,decide plan despicable illogical,06,11
HOUSE,one night get drunk back rub turn front rub next morning ive never felt way woman,06,11
WILSON,thats quite commitment made jumping girl id like date,06,11
HOUSE,id like date sense id like jump repeatedly,06,11
WILSON,saw first,06,11
HOUSE,seriously invoking guy code,06,11
WILSON,guy code,06,11
HOUSE,bringing cause know gonna lose,06,11
CHASE,infection might autonomic nerve disorder,06,11
HOUSE,hair still bumping get cut ready next chapter,06,11
CHASE,stuck needle spinal body twice heart rate stayed normal add symptom,06,11
HOUSE,would mistake,06,11
WILSON,never gonna fall,06,11
HOUSE,shoulder got nothing worry sweetie,06,11
HOUSE,wuss,06,11
MICKEY,sitting say better,06,11
HOUSE,gonna beat sound stressful maybe pop one beta blocker first,06,11
CHASE,heart problem,06,11
HOUSE,medically would told u metaphorically,06,11
MICKEY,effect operating outside law sometimes bad thing always bad people last month easy guy got pill house nod control stress look say anything eddie right last thing need guy thinking ive gone soft,06,11
HOUSE,last pill originally admitted,06,11
MICKEY,um night,06,11
HOUSE,stuck went beta blocker withdrawal thats caused hypertension got took another pill hypertension went away mean never symptom take table weve got vertigo fever,06,11
CHASE,stress game either grew conscience last month producing excess adrenaline,06,11
HOUSE,pheochromocytoma,06,11
MICKEY,,06,11
HOUSE,greek back bad thing good people time chase mri adrenal gland okay right gonna put pillow face,06,11
WILSON,oh great cable guy came,06,11
WOMAN ON TV,know going good learn keep people business thats real thing,06,11
WILSON,hello,06,11
NORA,muting tv hi james weve got kung pao left arching back house find knot oh god right oh oh,06,11
HOUSE,picnic wine,06,11
NORA,pour glass,06,11
HOUSE,drink,06,11
NORA,shrugging picking glass oh u,06,11
WILSON,think might briefcase plunk little kung pao,06,11
TAUB,howd go cuddy,06,11
FOREMAN,told needed leverage told offer help run neuro department mercy,06,11
TAUB,wow really gonna take job,06,11
FOREMAN,job bluffed called gonna beg underpaid leaving case,06,11
WILSON,house lying,06,11
NORA,know mean know nobody care gay anymore mean closet,06,11
WILSON,look around really look like place gay men live aapart poster stool furniture window treatment,06,11
NORA,exboyfriend even know window treatment pointing gregs carpenter album,06,11
WILSON,look house hate musical fashion meringue whole thing act designed earn trust deep breath order sleep,06,11
NORA,get,06,11
WILSON,relieved finally,06,11
NORA,jealous know want spend time greg tell,06,11
FOREMAN,wrong mri revealed sign pheochromocytoma mean mickey stress stress back vertigo fever,06,11
TAUB,environmental back top list suspect trying narrow possibility,06,11
HOUSE,thirteen receiver respond manual stimulation maybe took shirt,06,11
THIRTEEN,actually resorted something exotic call reading instruction turn screw antenna wrong socket actually work,06,11
CHASE,lost mickey outside trenton,06,11
THIRTEEN,clear throat supposed search open frequency,06,11
CHASE,building built compiling list toxin common,06,11
HOUSE,got least one open frequency,06,11
HOUSE,need minute friend stay want grab rubber glove wave around rectal exam,06,11
EDDIE,check cafeteria,06,11
HOUSE,dropping glove bed beta blocker,06,11
MICKEY,mean,06,11
HOUSE,valium xanax actually reduce stress beta blocker control symptom stress,06,11
MICKEY,whoa,06,11
HOUSE,keep heart racing hand shaking stage fright issue thats people take perform,06,11
MICKEY,hell,06,11
HOUSE,bug put pocket reaching pillow bed,06,11
MICKEY,um,06,11
HOUSE,pull another one,06,11
THIRTEEN,bugged room informant,06,11
HOUSE,informant would sold pal u first sign sniffle guy cop,06,11
FOREMAN,see relevant,06,11
HOUSE,land fun got really sensible piece property,06,11
TAUB,give break knowing guy undercover cop get u closer curing,06,11
HOUSE,good point know say information power wait,06,11
THIRTEEN,saying use cop thing force talk,06,11
HOUSE,force talking womanly art persuasion start toward room said womanly,06,11
THIRTEEN,talk u find someone mean must supervisor handler,06,11
MICKEY,good luck know real name know local state fbi dea mean get phone,06,11
CHASE,get guy lowlife want street,06,11
MICKEY,theyre lowlife eddie klled snitch three week ago bos order thethe bos one biggest cocane importer entire state want expand philly tomorrow night eddie meeting big fish cop gonna bust guy get caught poking around whole thing get called,06,11
THIRTEEN,thats noble put life risk,06,11
MICKEY,ive undercover month seen wife house dog put far much let fail keep alive another hour tell everything need know,06,11
EDDIE,hey uh come nurse keep hand,06,11
MICKEY,chuckling casanova huh bringing sandwich,06,11
EDDIE,guess read mind mickey sits straighter hold abdomen okay,06,11
MICKEY,aggh gah aaaa,06,11
CHASE,gi infarction caused clot superior mesenteric artery remove foot bowel,06,11
THIRTEEN,clot keep forming may last hour,06,11
HOUSE,moron still talk,06,11
TAUB,bad guy cool good guy moron,06,11
HOUSE,pretty much,06,11
CHASE,guy hero risking life put dealer jail,06,11
HOUSE,sure dealer take place grateful,06,11
FOREMAN,vertigo fever thrombosis weve already ruled cancer infection got worse steroid suggests autoimmune stuck environmental,06,11
TAUB,kind environmentals toxin parasite allergen,06,11
FOREMAN,pick top ten possibility treat,06,11
THIRTEEN,except treating everything could kll faster whatevers klling,06,11
HOUSE,got better idea,06,11
THIRTEEN,sort chase right patient holding noble reason,06,11
EDDIE,thanks,06,11
THIRTEEN,surgery went able see soon,06,11
EDDIE,yeah used ferberizing kid theyre saying could mess heh mine six half,06,11
THIRTEEN,mickey getting worse clot bad sign really need tell u,06,11
EDDIE,heh good chance could end john doe county,06,11
THIRTEEN,look mickey got sick exposure guy risk want look eddie okay,06,11
EDDIE,feel dizzy put coffee cup,06,11
THIRTEEN,diabetic,06,11
EDDIE,,06,11
THIRTEEN,last time office,06,11
EDDIE,whoa drug,06,11
THIRTEEN,,06,11
EDDIE,trying make think sick take stash,06,11
THIRTEEN,course sick,06,11
EDDIE,feel sick feel drugged trust know difference,06,11
THIRTEEN,pause think annoyed even drink half fine hour get leave,06,11
EDDIE,think mickey could die ah deal take,06,11
THIRTEEN,"given u head living
drycleaner like living vat poison",06,11
EDDIE,get,06,11
THIRTEEN,gotta cover base,06,11
EDDIE,okay fine look back hurry,06,11
THIRTEEN,chemical,06,11
EDDIE,oh exactly take put back box uh stuff problem thered lot sick people heavy metal door slide open somewhere call cop,06,11
THIRTEEN,,06,11
EDDIE,one supposed,06,11
THIRTEEN,whispering come loudly shoving away said kissing,06,11
GUY,eddie know,06,11
EDDIE,um uh,06,11
THIRTEEN,look deal guy want watch extra,06,11
EDDIE,yeah private party man uh got covered tonight moment guy walk giving eddie thumb eddie turn thirteen nice,06,11
HOUSE,jealousy klling,06,11
NORA,clearly care much,06,11
HOUSE,show normal way tired whole silence resentment know go back tonight dean martin sway playing voice breaking need time,06,11
NORA,come stay place,06,11
HOUSE,really,06,11
NORA,mmhmm itll fun know like like sleepover,06,11
HOUSE,would would would help thank,06,11
WILSON,house,06,11
HOUSE,,06,11
WILSON,,06,11
HOUSE,nothing say going change anything,06,11
WILSON,love man wasting another moment life denying pull something overcoat pocket kneel next table something ring box open gregory house marry,06,11
HOUSE,wow unexpected,06,11
LADY,say yes,06,11
NORA,gonna go,06,11
HOUSE,,06,11
NORA,two obviously talking whisper wilson excuse,06,11
CHASE,hows coming,06,11
TAUB,far nothing carpet paint insulation even gross food fridge everythings coming clean,06,11
